target,segment,samples,sites,MAE_transformed,baseline_MAE_transformed,improvement_percent,source_MAE,source_bias,events,caught,missed,false_flags,recall,precision,small_sample
ph,5303319,4,1,0.13749999999999973,0.13749999999999973,0.0,0.13749999999999973,-0.012500000000000178,1,1,0,3,1.0,0.25,True
ph,5303320,14,1,0.17857142857142858,0.17857142857142858,0.0,0.17857142857142858,0.03571428571428571,0,0,0,0,,,True
ph,5303321,14,1,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,6,4,2,5,0.6666666666666666,0.4444444444444444,True
ph,5303322,2,1,0.25,0.25,0.0,0.25,0.25,0,0,0,0,,,True
ph,5303335,5,1,0.3,0.3,0.0,0.3,-0.1,0,0,0,1,,0.0,True
ph,5303346,15,1,0.5720000000000002,0.5720000000000002,0.0,0.5720000000000002,-0.06666666666666667,2,1,1,8,0.5,0.1111111111111111,True
ph,5303354,13,1,0.0,0.0,,0.0,0.0,0,0,0,0,,,True
ph,5303360,11,1,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0,0,0,3,,0.0,True
ph,5303361,11,1,0.45454545454545453,0.45454545454545453,0.0,0.45454545454545453,-0.09090909090909091,0,0,0,0,,,True
ph,5303371,11,1,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.09090909090909091,0,0,0,6,,0.0,True
ph,5303382,2,1,0.25,0.25,0.0,0.25,0.25,0,0,0,0,,,True
ph,5303383,11,1,0.0,0.0,,0.0,0.0,0,0,0,1,,0.0,True
ph,5303384,11,1,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0,0,0,2,,0.0,True
ph,5303386,4,1,0.375,0.375,0.0,0.375,0.125,0,0,0,0,,,True
ph,5303387,9,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,5,4,1,3,0.8,0.5714285714285714,True
ph,5303391,22,1,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.0,2,2,0,12,1.0,0.14285714285714285,False
ph,5303392,27,1,0.2962962962962963,0.2962962962962963,0.0,0.2962962962962963,-0.018518518518518517,12,12,0,9,1.0,0.5714285714285714,False
ph,5303393,28,1,0.325,0.325,0.0,0.325,-0.017857142857142856,9,9,0,19,1.0,0.32142857142857145,False
ph,5303394,26,1,0.19230769230769232,0.19230769230769232,0.0,0.19230769230769232,0.0,6,3,3,13,0.5,0.1875,False
