site,target,planned_sample_date,issue_date,status,predicted,experimental_tail_probability,experimental_flag,target_age_days,selected_model,risk_model
241118183404,water_temperature,2026-04-20,2026-04-13,eligible,10.415035091934199,0.02431825037039669,False,45.0,forest,forest
241118183404,dissolved_oxygen,2026-04-20,2026-04-13,eligible,11.003037348025893,0.010742388629452837,False,80.0,forest,forest
241118183404,oxygen_saturation,2026-04-20,2026-04-13,eligible,93.95006308724516,0.06705483254792911,False,80.0,forest,forest
241118183404,ph,2026-04-20,2026-04-13,eligible,7.86,0.17620103868800954,True,45.0,last_observation,forest
241118183404,conductivity,2026-04-20,2026-04-13,eligible,201.836288877685,0.18059299191374664,False,45.0,forest,constant_prevalence
241118183404,nitrate,2026-04-20,2026-04-13,eligible,1.573713270743266,0.32443852098924403,True,45.0,site_median,forest
241118183404,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183404,turbidity_reported,2026-04-20,2026-04-13,eligible,9.76239094551716,0.11385917945348883,False,45.0,site_seasonal,forest
241118183404,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183404,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183404,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183404,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183404,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183501,ecoli,2026-04-20,2026-04-13,eligible,4.574976039720115,0.23236009732360097,False,108.0,forest,constant_prevalence
241118183501,other_coliform,2026-04-20,2026-04-13,eligible,66.67000000000003,0.05062544527850966,False,108.0,last_observation,forest
241118183501,water_temperature,2026-04-20,2026-04-13,eligible,10.910609050844945,0.03234210551911835,False,45.0,forest,forest
241118183501,dissolved_oxygen,2026-04-20,2026-04-13,eligible,10.553506245620785,0.014898265798660857,False,80.0,forest,forest
241118183501,oxygen_saturation,2026-04-20,2026-04-13,eligible,90.91847541709228,0.05904009090734058,False,80.0,forest,forest
241118183501,ph,2026-04-20,2026-04-13,eligible,7.4,0.13163273422822003,True,45.0,last_observation,forest
241118183501,conductivity,2026-04-20,2026-04-13,eligible,232.62474203001705,0.18059299191374664,False,45.0,forest,constant_prevalence
241118183501,nitrate,2026-04-20,2026-04-13,eligible,1.2,0.3363786106619581,True,45.0,site_median,forest
241118183501,phosphate,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183501,turbidity_reported,2026-04-20,2026-04-13,eligible,1.9272892521024245,0.25280866292645143,True,45.0,site_seasonal,forest
241118183501,turbidity_legacy,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183501,suspended_solids,2026-04-20,2026-04-13,insufficient_training_history,,,,,,
241118183501,alkalinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183501,hardness,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183501,salinity,2026-04-20,2026-04-13,fewer_than_two_available_target_samples,,,,,,
241118183629,ecoli,2026-04-20,2026-04-13,eligible,67.78941129281094,0.23236009732360097,False,45.0,forest,constant_prevalence
241118183629,other_coliform,2026-04-20,2026-04-13,eligible,7666.67,0.21141684317651097,False,80.0,last_observation,forest
241118183629,water_temperature,2026-04-20,2026-04-13,eligible,10.477079670113762,0.02898036514091726,False,45.0,forest,forest
